,CREATED_AT,SHIFT_ID,ACTION,WORKER_ID,SHIFT_START_LOGS,FACILITY_ID,PERFORMED_BY_TYPE,LEAD_TIME,SHIFT_TYPE
2320,2021-12-28 19:40:38.624000+00:00,2871,SHIFT_OPEN,,2021-12-30 15:30:00+00:00,60,ADMIN,43.822778,am
2321,2021-12-31 20:14:46.410000+00:00,2871,SHIFT_VERIFY,194,2021-12-30 15:30:00+00:00,60,ADMIN,-28.746111,am
2322,2021-12-28 19:41:15.504000+00:00,2871,SHIFT_CLAIM,194,2021-12-30 15:30:00+00:00,60,ADMIN,43.8125,am
2323,2021-10-26 13:47:03.515000+00:00,28,SHIFT_OPEN,,2021-12-06 06:30:00+00:00,23,FACILITY,976.715833,noc
2324,2021-12-07 19:41:04.547000+00:00,28,SHIFT_VERIFY,72,2021-12-06 06:30:00+00:00,23,ADMIN,-37.184444,noc
2325,2021-11-30 15:52:58.624000+00:00,28,SHIFT_CLAIM,72,2021-12-06 06:30:00+00:00,23,ADMIN,134.617222,noc
2326,2021-11-26 21:46:19.670000+00:00,728,SHIFT_OPEN,,2021-12-02 15:00:00+00:00,6,FACILITY,137.228056,am
2327,2021-11-26 21:48:40.884000+00:00,728,SHIFT_CLAIM,133,2021-12-02 15:00:00+00:00,6,AGENT,137.188889,am
2328,2021-12-01 22:06:29.902000+00:00,728,WORKER_CANCEL,133,2021-12-02 15:00:00+00:00,6,AGENT,16.891944,am
2329,2021-11-20 11:41:17.121000+00:00,398,SHIFT_OPEN,,2021-12-10 23:00:00+00:00,31,ADMIN,491.311944,pm
2330,2021-11-20 17:36:14.190000+00:00,398,SHIFT_CLAIM,53,2021-12-10 23:00:00+00:00,31,AGENT,485.396111,pm
2331,2021-12-07 11:41:11.748000+00:00,398,FACILITY_CANCEL_FILLED,53,2021-12-10 23:00:00+00:00,31,ADMIN,83.313611,pm
2332,2021-11-30 16:04:00.856000+00:00,1040,SHIFT_CLAIM,72,2021-12-12 06:30:00+00:00,23,ADMIN,278.433333,noc
2333,2021-12-15 19:44:47.807000+00:00,1040,SHIFT_VERIFY,72,2021-12-12 06:30:00+00:00,23,ADMIN,-85.246389,noc
2334,2021-11-30 14:00:50.948000+00:00,1040,SHIFT_OPEN,,2021-12-12 06:30:00+00:00,23,FACILITY,280.486111,noc
2335,2021-11-02 20:59:45.076000+00:00,133,SHIFT_OPEN,,2021-12-08 06:30:00+00:00,23,FACILITY,849.504167,noc
2336,2021-12-09 18:49:43.095000+00:00,133,SHIFT_VERIFY,62,2021-12-08 06:30:00+00:00,23,ADMIN,-36.328611,noc
2337,2021-11-05 10:40:47.885000+00:00,133,SHIFT_CLAIM,62,2021-12-08 06:30:00+00:00,23,AGENT,787.820278,noc
2338,2021-12-29 18:47:53.629000+00:00,2577,SHIFT_VERIFY,12,2021-12-29 07:00:00+00:00,2,ADMIN,-11.798056,noc
2339,2021-12-21 19:42:18.920000+00:00,2577,SHIFT_OPEN,,2021-12-29 07:00:00+00:00,2,FACILITY,179.295,noc
2340,2021-12-29 06:54:43.874000+00:00,2577,SHIFT_CLAIM,12,2021-12-29 07:00:00+00:00,2,AGENT,0.088056,noc
2341,2021-12-02 20:56:16.301000+00:00,1334,SHIFT_OPEN,,2021-12-08 23:00:00+00:00,2,FACILITY,146.062222,pm
2342,2021-12-21 19:42:27.730000+00:00,2579,SHIFT_OPEN,,2021-12-29 07:00:00+00:00,2,FACILITY,179.2925,noc
2343,2021-11-29 18:08:18.552000+00:00,883,SHIFT_OPEN,,2021-12-12 15:00:00+00:00,1,FACILITY,308.861667,am
2344,2021-12-15 20:27:16.992000+00:00,566,FACILITY_CANCEL,,2021-12-17 15:00:00+00:00,8,FACILITY,42.545556,am
2345,2021-11-23 01:55:58.197000+00:00,566,SHIFT_OPEN,,2021-12-17 15:00:00+00:00,8,FACILITY,589.067222,am
2346,2021-12-06 17:47:24.292000+00:00,997,SHIFT_VERIFY,66,2021-12-03 23:00:00+00:00,39,ADMIN,-66.79,pm
2347,2021-12-06 17:36:50.872000+00:00,997,SHIFT_CLAIM,66,2021-12-03 23:00:00+00:00,39,ADMIN,-66.613889,pm
2348,2021-12-03 19:58:34.169000+00:00,997,WORKER_CANCEL,12,2021-12-03 23:00:00+00:00,39,AGENT,3.023889,pm
2349,2021-11-30 00:07:11.479000+00:00,997,SHIFT_OPEN,,2021-12-03 23:00:00+00:00,39,FACILITY,94.880278,pm
2350,2021-12-02 23:40:39.798000+00:00,997,SHIFT_CLAIM,12,2021-12-03 23:00:00+00:00,39,AGENT,23.3225,pm
2351,2021-11-29 17:44:05.335000+00:00,520,FACILITY_CANCEL,,2021-12-10 07:00:00+00:00,42,FACILITY,253.265278,noc
2352,2021-11-22 18:08:04.207000+00:00,520,SHIFT_OPEN,,2021-12-10 07:00:00+00:00,42,FACILITY,420.865556,noc
2353,2021-12-30 11:38:39.318000+00:00,2909,SHIFT_OPEN,,2021-12-31 15:00:00+00:00,31,ADMIN,27.355833,am
2354,2021-12-02 18:08:46.278000+00:00,1253,SHIFT_OPEN,,2021-12-16 14:30:00+00:00,15,FACILITY,332.353889,am
2355,2021-12-15 02:00:11.762000+00:00,1253,WORKER_CANCEL,7,2021-12-16 14:30:00+00:00,15,AGENT,36.496944,am
2356,2021-12-07 07:12:31.106000+00:00,1253,SHIFT_CLAIM,7,2021-12-16 14:30:00+00:00,15,AGENT,223.291389,am
2357,2021-12-04 01:14:14.316000+00:00,1500,SHIFT_OPEN,,2021-12-18 15:00:00+00:00,2,FACILITY,349.762778,am
2358,2021-12-20 03:45:32.054000+00:00,2277,SHIFT_VERIFY,82,2021-12-19 15:00:00+00:00,42,ADMIN,-12.758889,am
2359,2021-12-16 06:51:42.452000+00:00,2277,SHIFT_CLAIM,82,2021-12-19 15:00:00+00:00,42,AGENT,80.138333,am
2360,2021-12-14 19:41:08.072000+00:00,2277,SHIFT_OPEN,,2021-12-19 15:00:00+00:00,42,FACILITY,115.314444,am
2361,2021-12-02 01:08:48.743000+00:00,513,SHIFT_CLAIM,21,2021-12-07 23:00:00+00:00,31,ADMIN,141.853333,pm
2362,2021-12-03 12:09:07.490000+00:00,513,FACILITY_CANCEL_FILLED,21,2021-12-07 23:00:00+00:00,31,ADMIN,106.848056,pm
2363,2021-11-22 17:33:31.785000+00:00,513,SHIFT_OPEN,89,2021-12-07 23:00:00+00:00,31,ADMIN,365.441389,pm
2364,2021-11-22 18:03:11.937000+00:00,513,SHIFT_CLAIM,89,2021-12-07 23:00:00+00:00,31,ADMIN,364.946944,pm
2365,2021-11-28 19:37:49.035000+00:00,513,SHIFT_UNBOOK,89,2021-12-07 23:00:00+00:00,31,SYSTEM AUTOMATED,219.369722,pm
2366,2021-12-03 14:15:50.958000+00:00,1026,SHIFT_CLAIM,50,2021-12-17 23:00:00+00:00,39,AGENT,344.736111,pm
2367,2021-12-11 08:40:53.295000+00:00,1026,WORKER_CANCEL,50,2021-12-17 23:00:00+00:00,39,AGENT,158.318611,pm
2368,2021-12-18 07:08:19.085000+00:00,1026,SHIFT_VERIFY,174,2021-12-17 23:00:00+00:00,39,ADMIN,-8.138611,pm
2369,2021-12-15 02:39:54.867000+00:00,1026,SHIFT_CLAIM,174,2021-12-17 23:00:00+00:00,39,AGENT,68.335,pm
2370,2021-11-30 00:16:11.755000+00:00,1026,SHIFT_OPEN,,2021-12-17 23:00:00+00:00,39,FACILITY,430.730278,pm
2371,2022-01-06 22:17:07.771000+00:00,98,SHIFT_VERIFY,117,2021-12-31 22:30:00+00:00,23,ADMIN,-143.785278,pm
2372,2021-10-26 13:51:38.945000+00:00,98,SHIFT_OPEN,,2021-12-31 22:30:00+00:00,23,FACILITY,1592.639444,pm
2373,2021-11-08 18:54:01.206000+00:00,98,SHIFT_CLAIM,117,2021-12-31 22:30:00+00:00,23,AGENT,1275.599722,pm
2374,2021-12-07 19:42:59.402000+00:00,1732,SHIFT_OPEN,,2021-12-09 15:00:00+00:00,51,FACILITY,43.283611,am
2375,2021-11-26 21:22:09.334000+00:00,692,SHIFT_OPEN,,2021-12-18 15:00:00+00:00,13,FACILITY,521.630833,am
2376,2021-12-21 19:57:30.253000+00:00,692,SHIFT_VERIFY,86,2021-12-18 15:00:00+00:00,13,ADMIN,-76.958333,am
2377,2021-11-30 00:40:54.908000+00:00,692,SHIFT_CLAIM,86,2021-12-18 15:00:00+00:00,13,AGENT,446.318333,am
2378,2021-12-20 18:55:51.189000+00:00,2531,SHIFT_OPEN,,2021-12-22 23:00:00+00:00,46,FACILITY,52.069167,pm
2379,2021-12-04 01:15:44.137000+00:00,1533,SHIFT_OPEN,,2021-12-14 07:00:00+00:00,2,FACILITY,245.737778,noc
2380,2021-11-16 11:18:10.595000+00:00,215,SHIFT_CLAIM,130,2021-12-28 07:00:00+00:00,42,ADMIN,1003.697222,noc
2381,2021-12-06 17:35:35.440000+00:00,215,FACILITY_CANCEL_FILLED,130,2021-12-28 07:00:00+00:00,42,FACILITY,517.406944,noc
2382,2021-11-15 23:07:45.874000+00:00,215,SHIFT_OPEN,,2021-12-28 07:00:00+00:00,42,FACILITY,1015.870833,noc
2383,2021-11-23 01:18:24.994000+00:00,556,SHIFT_OPEN,,2021-12-11 23:00:00+00:00,8,FACILITY,453.693333,pm
2384,2021-11-29 18:56:31.694000+00:00,556,FACILITY_CANCEL,,2021-12-11 23:00:00+00:00,8,FACILITY,292.058056,pm
2385,2021-11-26 21:22:14.333000+00:00,694,SHIFT_OPEN,,2021-12-18 15:00:00+00:00,13,FACILITY,521.629444,am
2386,2021-11-30 21:44:59.574000+00:00,694,SHIFT_CLAIM,137,2021-12-18 15:00:00+00:00,13,AGENT,425.250278,am
2387,2021-12-19 00:22:14.793000+00:00,694,SHIFT_VERIFY,137,2021-12-18 15:00:00+00:00,13,ADMIN,-9.370556,am
2388,2021-12-11 01:20:26.806000+00:00,155,FACILITY_CANCEL_FILLED,185,2021-12-12 07:00:00+00:00,36,ADMIN,29.659444,noc
2389,2021-11-23 20:41:46.327000+00:00,155,SHIFT_CLAIM,123,2021-12-12 07:00:00+00:00,36,ADMIN,442.303889,noc
2390,2021-11-23 17:25:51.943000+00:00,155,SHIFT_UNBOOK,122,2021-12-12 07:00:00+00:00,36,SYSTEM AUTOMATED,445.569167,noc
2391,2021-11-06 17:12:54.456000+00:00,155,SHIFT_OPEN,,2021-12-12 07:00:00+00:00,36,FACILITY,853.785,noc
2392,2021-12-03 01:05:05.233000+00:00,155,SHIFT_UNBOOK,123,2021-12-12 07:00:00+00:00,36,SYSTEM AUTOMATED,221.915278,noc
2393,2021-12-09 13:25:53.761000+00:00,155,SHIFT_CLAIM,185,2021-12-12 07:00:00+00:00,36,ADMIN,65.568611,noc
2394,2021-11-09 09:39:15.582000+00:00,155,SHIFT_CLAIM,122,2021-12-12 07:00:00+00:00,36,AGENT,789.345833,noc
2395,2021-12-11 06:42:17.296000+00:00,155,SHIFT_UNBOOK,185,2021-12-12 07:00:00+00:00,36,SYSTEM AUTOMATED,24.295278,noc
2396,2021-12-03 23:36:55.044000+00:00,1457,SHIFT_OPEN,,2021-12-17 15:00:00+00:00,35,FACILITY,327.384722,am
2397,2021-12-03 23:36:59.111000+00:00,1459,SHIFT_OPEN,,2021-12-17 23:00:00+00:00,35,FACILITY,335.383611,pm
2398,2021-11-09 15:49:49.265000+00:00,165,SHIFT_OPEN,,2021-12-01 07:00:00+00:00,12,ADMIN,519.169722,noc
2399,2021-11-23 19:34:03.512000+00:00,293,SHIFT_CLAIM,123,2021-12-10 07:00:00+00:00,36,AGENT,395.4325,noc
2400,2021-12-09 13:16:30.621000+00:00,293,SHIFT_CLAIM,185,2021-12-10 07:00:00+00:00,36,AGENT,17.725,noc
2401,2021-12-09 13:14:43.889000+00:00,293,FACILITY_CANCEL_FILLED,185,2021-12-10 07:00:00+00:00,36,FACILITY,17.754722,noc
2402,2021-11-18 18:04:42.088000+00:00,293,SHIFT_OPEN,,2021-12-10 07:00:00+00:00,36,FACILITY,516.921667,noc
2403,2021-12-03 01:04:55.432000+00:00,293,SHIFT_UNBOOK,123,2021-12-10 07:00:00+00:00,36,SYSTEM AUTOMATED,173.918056,noc
2404,2021-12-02 19:19:24.297000+00:00,1318,SHIFT_OPEN,,2021-12-04 15:00:00+00:00,2,FACILITY,43.676667,am
2405,2021-11-26 21:46:31.582000+00:00,731,SHIFT_OPEN,,2021-12-05 15:00:00+00:00,6,FACILITY,209.224722,am
2406,2021-11-27 15:08:48.616000+00:00,731,SHIFT_CLAIM,168,2021-12-05 15:00:00+00:00,6,AGENT,191.853333,am
2407,2021-12-06 07:02:34.539000+00:00,731,SHIFT_VERIFY,168,2021-12-05 15:00:00+00:00,6,ADMIN,-16.042778,am
2408,2021-12-04 00:06:52.827000+00:00,1474,SHIFT_OPEN,,2021-12-07 23:00:00+00:00,56,FACILITY,94.885556,pm
2409,2021-12-24 21:45:35.881000+00:00,2398,FACILITY_CANCEL_FILLED,51,2021-12-27 07:00:00+00:00,35,FACILITY,57.240278,noc
2410,2021-12-22 21:28:26.101000+00:00,2398,SHIFT_CLAIM,51,2021-12-27 07:00:00+00:00,35,ADMIN,105.526111,noc
2411,2021-12-16 18:12:57.424000+00:00,2398,SHIFT_OPEN,,2021-12-27 07:00:00+00:00,35,FACILITY,252.784167,noc
2412,2021-12-31 05:00:03.666000+00:00,2906,FACILITY_CANCEL,,2021-12-31 15:00:00+00:00,36,FACILITY,9.999167,am
2413,2021-12-30 05:19:13.931000+00:00,2906,SHIFT_OPEN,,2021-12-31 15:00:00+00:00,36,FACILITY,33.679722,am
2414,2021-12-22 08:28:19.140000+00:00,2405,WORKER_CANCEL,136,2021-12-22 15:00:00+00:00,49,AGENT,6.528056,am
2415,2021-12-16 18:29:16.069000+00:00,2405,SHIFT_OPEN,,2021-12-22 15:00:00+00:00,49,FACILITY,140.512222,am
2416,2021-12-22 13:26:06.501000+00:00,2405,SHIFT_CLAIM,48,2021-12-22 15:00:00+00:00,49,AGENT,1.565,am
2417,2021-12-23 01:04:08.219000+00:00,2405,SHIFT_VERIFY,48,2021-12-22 15:00:00+00:00,49,ADMIN,-10.068889,am
2418,2021-12-16 22:06:48.048000+00:00,2405,SHIFT_CLAIM,136,2021-12-22 15:00:00+00:00,49,AGENT,136.886667,am
2419,2022-01-06 17:53:34.582000+00:00,805,SHIFT_VERIFY,17,2021-12-31 23:00:00+00:00,13,ADMIN,-138.892778,pm
2420,2021-12-01 08:16:07.851000+00:00,805,SHIFT_CLAIM,17,2021-12-31 23:00:00+00:00,13,AGENT,734.731389,pm
2421,2021-11-26 23:28:48.882000+00:00,805,SHIFT_OPEN,,2021-12-31 23:00:00+00:00,13,FACILITY,839.52,pm
2422,2021-11-30 20:01:36.473000+00:00,805,WORKER_CANCEL,130,2021-12-31 23:00:00+00:00,13,AGENT,746.973333,pm
2423,2021-11-26 23:39:37.078000+00:00,805,SHIFT_CLAIM,130,2021-12-31 23:00:00+00:00,13,ADMIN,839.339722,pm
2424,2022-01-06 18:29:51+00:00,805,NO_CALL_NO_SHOW,17,2021-12-31 23:00:00+00:00,13,ADMIN,-139.4975,pm
2425,2021-11-28 19:23:59.455000+00:00,377,SHIFT_UNBOOK,89,2021-12-05 23:00:00+00:00,31,SYSTEM AUTOMATED,171.600278,pm
2426,2021-12-02 00:21:09.349000+00:00,377,SHIFT_CLAIM,50,2021-12-05 23:00:00+00:00,31,AGENT,94.6475,pm
2427,2021-11-20 09:56:16.711000+00:00,377,SHIFT_OPEN,,2021-12-05 23:00:00+00:00,31,ADMIN,373.062222,pm
2428,2021-11-20 09:57:56.420000+00:00,377,SHIFT_CLAIM,89,2021-12-05 23:00:00+00:00,31,ADMIN,373.034444,pm
2429,2021-12-03 12:06:51.417000+00:00,377,FACILITY_CANCEL_FILLED,50,2021-12-05 23:00:00+00:00,31,ADMIN,58.885833,pm
2430,2021-12-10 15:07:05.815000+00:00,1692,SHIFT_VERIFY,21,2021-12-10 07:00:00+00:00,39,ADMIN,-8.118056,noc
2431,2021-12-07 00:04:36.358000+00:00,1692,SHIFT_CLAIM,21,2021-12-10 07:00:00+00:00,39,AGENT,78.923333,noc
2432,2021-12-06 20:12:26.750000+00:00,1692,SHIFT_OPEN,,2021-12-10 07:00:00+00:00,39,FACILITY,82.792778,noc
2433,2021-12-18 22:04:48.528000+00:00,2490,SHIFT_CLAIM,73,2021-12-20 23:00:00+00:00,51,AGENT,48.92,pm
2434,2021-12-21 16:11:57.171000+00:00,2490,SHIFT_VERIFY,73,2021-12-20 23:00:00+00:00,51,ADMIN,-17.199167,pm
2435,2021-12-18 10:31:01.869000+00:00,2490,SHIFT_OPEN,,2021-12-20 23:00:00+00:00,51,FACILITY,60.483056,pm
2436,2021-11-18 18:04:05.583000+00:00,273,SHIFT_OPEN,,2021-12-02 15:00:00+00:00,36,FACILITY,332.931944,am
2437,2021-12-15 15:50:44.230000+00:00,458,FACILITY_CANCEL_FILLED,53,2021-12-21 15:00:00+00:00,31,FACILITY,143.154444,am
2438,2021-11-20 11:47:32.301000+00:00,458,SHIFT_OPEN,,2021-12-21 15:00:00+00:00,31,ADMIN,747.207778,am
2439,2021-12-01 23:46:39.518000+00:00,458,SHIFT_CLAIM,53,2021-12-21 15:00:00+00:00,31,AGENT,471.2225,am
2440,2021-12-20 18:06:16.124000+00:00,2525,SHIFT_OPEN,,2021-12-23 15:00:00+00:00,49,FACILITY,68.895556,am
2441,2021-12-09 13:05:53.283000+00:00,1900,SHIFT_OPEN,72,2021-12-17 06:30:00+00:00,23,ADMIN,185.401944,noc
2442,2021-12-09 13:25:58.941000+00:00,1900,SHIFT_CLAIM,72,2021-12-17 06:30:00+00:00,23,ADMIN,185.067222,noc
2443,2021-12-15 20:40:00.773000+00:00,1900,FACILITY_CANCEL_FILLED,72,2021-12-17 06:30:00+00:00,23,FACILITY,33.833333,noc
2444,2021-11-09 22:28:49.519000+00:00,167,SHIFT_OPEN,,2021-12-10 23:00:00+00:00,56,FACILITY,744.519722,pm
2445,2021-12-10 03:15:58.496000+00:00,167,FACILITY_CANCEL_FILLED,128,2021-12-10 23:00:00+00:00,56,FACILITY,19.733889,pm
2446,2021-12-08 01:38:01.759000+00:00,167,SHIFT_CLAIM,128,2021-12-10 23:00:00+00:00,56,AGENT,69.366389,pm
2447,2021-12-10 21:24:33.866000+00:00,167,SHIFT_UNBOOK,128,2021-12-10 23:00:00+00:00,56,SYSTEM AUTOMATED,1.590833,pm
2448,2021-12-08 15:24:06.553000+00:00,908,SHIFT_VERIFY,20,2021-12-08 07:00:00+00:00,13,ADMIN,-8.401667,noc
2449,2021-11-29 19:00:53.586000+00:00,908,SHIFT_OPEN,,2021-12-08 07:00:00+00:00,13,FACILITY,203.985278,noc
2450,2021-11-29 19:16:14.508000+00:00,908,SHIFT_CLAIM,20,2021-12-08 07:00:00+00:00,13,AGENT,203.729444,noc
2451,2021-12-12 15:56:47.595000+00:00,400,SHIFT_VERIFY,53,2021-12-11 23:00:00+00:00,31,ADMIN,-16.946389,pm
2452,2021-11-20 14:14:37.764000+00:00,400,SHIFT_CLAIM,53,2021-12-11 23:00:00+00:00,31,AGENT,512.756389,pm
2453,2021-11-20 11:41:30.742000+00:00,400,SHIFT_OPEN,,2021-12-11 23:00:00+00:00,31,ADMIN,515.308333,pm
2454,2021-12-23 22:21:58.143000+00:00,1982,FACILITY_CANCEL,,2021-12-26 15:00:00+00:00,0,FACILITY,64.633889,am
2455,2021-12-09 21:15:44.134000+00:00,1982,SHIFT_OPEN,,2021-12-26 15:00:00+00:00,0,FACILITY,401.737778,am
2456,2021-11-26 21:48:43.855000+00:00,767,SHIFT_OPEN,,2021-12-26 15:00:00+00:00,6,FACILITY,713.188056,am
2457,2021-12-13 22:58:15.707000+00:00,2216,SHIFT_OPEN,,2021-12-23 07:00:00+00:00,2,FACILITY,224.029167,noc
2458,2021-12-13 22:58:09.802000+00:00,2213,SHIFT_OPEN,,2021-12-22 07:00:00+00:00,2,FACILITY,200.030833,noc
2459,2021-12-21 20:13:11.664000+00:00,2566,SHIFT_CLAIM,96,2021-12-22 07:00:00+00:00,21,AGENT,10.780278,noc
2460,2021-12-22 07:18:33.553000+00:00,2566,NO_CALL_NO_SHOW,96,2021-12-22 07:00:00+00:00,21,AGENT,-0.309167,noc
2461,2021-12-21 19:15:50.972000+00:00,2566,SHIFT_OPEN,,2021-12-22 07:00:00+00:00,21,FACILITY,11.736111,noc
2462,2021-12-29 00:13:50.195000+00:00,2882,SHIFT_CLAIM,12,2021-12-29 07:00:00+00:00,56,AGENT,6.769444,noc
2463,2021-12-28 23:51:20.117000+00:00,2882,SHIFT_OPEN,,2021-12-29 07:00:00+00:00,56,FACILITY,7.144444,noc
2464,2021-12-29 00:15:27.403000+00:00,2882,FACILITY_CANCEL_FILLED,12,2021-12-29 07:00:00+00:00,56,FACILITY,6.7425,noc
2465,2021-12-23 01:16:08.186000+00:00,2587,SHIFT_VERIFY,42,2021-12-22 15:00:00+00:00,56,ADMIN,-10.268889,am
2466,2021-12-21 22:12:43.728000+00:00,2587,SHIFT_CLAIM,42,2021-12-22 15:00:00+00:00,56,AGENT,16.788056,am
2467,2021-12-21 19:48:42.346000+00:00,2587,SHIFT_OPEN,,2021-12-22 15:00:00+00:00,56,FACILITY,19.188333,am
2468,2021-12-02 20:51:13.697000+00:00,1331,SHIFT_CLAIM,165,2021-12-03 23:00:00+00:00,57,AGENT,26.146389,pm
2469,2021-12-02 20:29:42.738000+00:00,1331,SHIFT_OPEN,,2021-12-03 23:00:00+00:00,57,FACILITY,26.505,pm
2470,2021-12-04 07:39:18.355000+00:00,1331,SHIFT_VERIFY,165,2021-12-03 23:00:00+00:00,57,ADMIN,-8.655,pm
2471,2021-12-31 04:59:34.292000+00:00,365,FACILITY_CANCEL,,2021-12-31 23:00:00+00:00,36,FACILITY,18.007222,pm
2472,2021-12-30 16:34:18.431000+00:00,365,WORKER_CANCEL,156,2021-12-31 23:00:00+00:00,36,AGENT,30.428333,pm
2473,2021-12-01 19:11:32.673000+00:00,365,SHIFT_CLAIM,156,2021-12-31 23:00:00+00:00,36,AGENT,723.807778,pm
2474,2021-11-18 18:49:08.479000+00:00,365,SHIFT_OPEN,,2021-12-31 23:00:00+00:00,36,FACILITY,1036.181111,pm
2475,2021-12-30 16:34:07.399000+00:00,365,WORKER_CANCEL,156,2021-12-31 23:00:00+00:00,36,AGENT,30.431389,pm
2476,2021-12-13 19:13:17.401000+00:00,1747,SHIFT_CLAIM,7,2021-12-25 23:00:00+00:00,46,AGENT,291.778611,pm
2477,2021-12-07 19:55:17.189000+00:00,1747,SHIFT_OPEN,,2021-12-25 23:00:00+00:00,46,FACILITY,435.078611,pm
2478,2021-12-27 03:57:22.977000+00:00,1747,SHIFT_VERIFY,7,2021-12-25 23:00:00+00:00,46,ADMIN,-28.956111,pm
2479,2021-11-28 08:41:53.941000+00:00,550,SHIFT_CLAIM,140,2021-12-02 23:00:00+00:00,8,AGENT,110.301944,pm
2480,2021-11-23 01:16:57.735000+00:00,550,SHIFT_OPEN,,2021-12-02 23:00:00+00:00,8,FACILITY,237.7175,pm
2481,2021-12-03 07:34:39.339000+00:00,550,SHIFT_VERIFY,140,2021-12-02 23:00:00+00:00,8,ADMIN,-8.5775,pm
2482,2021-11-17 00:35:12.403000+00:00,220,SHIFT_OPEN,,2021-12-01 07:00:00+00:00,57,FACILITY,342.413333,noc
2483,2021-11-17 06:27:17.169000+00:00,220,SHIFT_CLAIM,165,2021-12-01 07:00:00+00:00,57,AGENT,336.545278,noc
2484,2021-12-01 15:02:47.125000+00:00,220,SHIFT_VERIFY,165,2021-12-01 07:00:00+00:00,57,ADMIN,-8.046389,noc
2485,2021-12-22 00:17:08.630000+00:00,2607,SHIFT_OPEN,,2021-12-24 14:30:00+00:00,15,FACILITY,62.214444,am
2486,2021-12-27 20:03:52.445000+00:00,2811,SHIFT_OPEN,,2021-12-30 23:00:00+00:00,17,ADMIN,74.935556,pm
2487,2021-11-25 16:26:46.340000+00:00,626,SHIFT_OPEN,,2021-12-07 15:00:00+00:00,14,FACILITY,286.553889,am
2488,2021-12-01 23:23:22.110000+00:00,1215,SHIFT_OPEN,,2021-12-08 15:00:00+00:00,35,FACILITY,159.610556,am
2489,2021-12-10 12:58:44.065000+00:00,2019,SHIFT_CLAIM,126,2021-12-11 15:00:00+00:00,28,ADMIN,26.021111,am
2490,2021-12-11 23:48:15.121000+00:00,2019,SHIFT_VERIFY,126,2021-12-11 15:00:00+00:00,28,ADMIN,-8.804167,am
2491,2021-12-10 12:57:42.299000+00:00,2019,SHIFT_OPEN,,2021-12-11 15:00:00+00:00,28,ADMIN,26.038333,am
2492,2021-11-29 23:05:17.791000+00:00,983,SHIFT_OPEN,,2021-12-11 22:30:00+00:00,33,FACILITY,287.411944,pm
2493,2021-12-12 16:28:44.235000+00:00,983,SHIFT_VERIFY,50,2021-12-11 22:30:00+00:00,33,ADMIN,-17.978889,pm
2494,2021-12-07 19:05:07.713000+00:00,983,SHIFT_CLAIM,50,2021-12-11 22:30:00+00:00,33,AGENT,99.414722,pm
2495,2021-12-02 19:19:36.788000+00:00,1321,SHIFT_OPEN,,2021-12-06 23:00:00+00:00,2,FACILITY,99.673333,pm
2496,2021-12-20 07:08:12.071000+00:00,799,SHIFT_VERIFY,130,2021-12-19 23:00:00+00:00,13,ADMIN,-8.136667,pm
2497,2021-11-26 23:37:50.926000+00:00,799,SHIFT_CLAIM,130,2021-12-19 23:00:00+00:00,13,ADMIN,551.369444,pm
2498,2021-11-26 23:28:15.953000+00:00,799,SHIFT_OPEN,,2021-12-19 23:00:00+00:00,13,FACILITY,551.529167,pm
2499,2021-12-24 04:02:31.913000+00:00,2757,SHIFT_CLAIM,176,2021-12-31 23:00:00+00:00,7,AGENT,186.958056,pm
2500,2021-12-23 22:11:40.063000+00:00,2757,SHIFT_OPEN,,2021-12-31 23:00:00+00:00,7,FACILITY,192.805556,pm
2501,2021-11-27 16:26:50.152000+00:00,655,SHIFT_CLAIM,113,2021-12-02 15:00:00+00:00,13,AGENT,118.552778,am
2502,2021-11-26 21:07:07.217000+00:00,655,SHIFT_OPEN,,2021-12-02 15:00:00+00:00,13,FACILITY,137.881389,am
2503,2021-11-30 15:31:36.344000+00:00,655,FACILITY_CANCEL_FILLED,113,2021-12-02 15:00:00+00:00,13,FACILITY,47.473333,am
2504,2021-12-06 18:20:14.225000+00:00,1620,SHIFT_OPEN,,2021-12-23 15:00:00+00:00,35,FACILITY,404.662778,am
2505,2021-12-21 18:02:12.637000+00:00,1620,SHIFT_CLAIM,16,2021-12-23 15:00:00+00:00,35,ADMIN,44.963333,am
2506,2021-12-05 23:39:50.097000+00:00,1584,SHIFT_OPEN,,2021-12-20 07:00:00+00:00,13,FACILITY,343.336111,noc
2507,2021-12-09 22:13:14.693000+00:00,1584,SHIFT_CLAIM,181,2021-12-20 07:00:00+00:00,13,AGENT,248.779444,noc
2508,2021-12-19 17:23:23.827000+00:00,1584,SHIFT_UNBOOK,181,2021-12-20 07:00:00+00:00,13,SYSTEM AUTOMATED,13.610278,noc
2509,2021-12-19 17:50:05.439000+00:00,1584,SHIFT_CLAIM,92,2021-12-20 07:00:00+00:00,13,AGENT,13.165278,noc
2510,2021-12-20 16:34:37.349000+00:00,1584,SHIFT_VERIFY,92,2021-12-20 07:00:00+00:00,13,ADMIN,-9.576944,noc
2511,2022-01-06 22:31:11.369000+00:00,93,SHIFT_VERIFY,62,2021-12-29 22:30:00+00:00,23,ADMIN,-192.019722,pm
2512,2021-11-05 10:48:15.978000+00:00,93,SHIFT_CLAIM,62,2021-12-29 22:30:00+00:00,23,AGENT,1307.695833,pm
